go,z1,z2,z3,z4,t,p,nparts,sum_scores_1,sum_scores_2,sum_scores_3,sum_scores_4,m_score,wishart_p
GO:0000243,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000244,-1.2620724521209605,-0.6409208432537055,-0.046854505359700496,-0.3262300814480151,2.112227812433736,5232.327430009438,5,0,1,2,2,17.465733038153104,356.6718978451733
GO:0000245,-1.3832377373705815,-0.8976652513581902,-0.5418931227263848,-0.07854714229033144,3.018967351602179,4733.3263738757005,6,0,1,2,3,19.04691807037066,218.78436616291674
GO:0000253,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0000255,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000266,2.512014493199674,-0.15661268107953175,-0.349082128646978,-0.6269473899854361,6.84966570827039,,2,2,0,0,0,0,5515
GO:0000275,-0.7969845179227881,-1.079592563513171,1.787089031318673,-1.003449085111802,6.001301697272783,,2,0,0,2,0,0,5515
GO:0000276,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,0.7754086645586951,8.100482727815164,,3,0,0,3,1,0,5515
GO:0000278,-0.9139843324827622,-0.4836840098862484,-0.16715506989175116,-0.5776751037947795,1.4309669243784269,5041.352494292888,9,1,2,3,3,25.210806900629045,27.354003497079063
GO:0000281,-1.4948319411556281,-0.21665038173861642,1.3076577204014825,-1.1617108232458226,5.341000670778682,3621.4380953139735,7,0,2,4,1,20.42928403412295,140.32413076494555
GO:0000287,-0.05404898415249963,0.38199251492271735,-1.0401608609685487,-0.764999180852783,1.8159979375411615,4558.627208546645,17,4,5,3,5,45.138920138626084,0.011320910036040379
GO:0000289,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,-1.2295953470374377,9.011128848198583,,3,0,0,3,0,0,5515
GO:0000290,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000298,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000302,-0.7969845179227881,0.6075531372072045,-0.998356600572645,0.10916627728535877,2.012938314342246,,2,0,1,0,1,0,5515
GO:0000307,0.8339263544394198,-1.124961677886629,-1.8604861895290719,1.8782214529375327,8.950096629045298,4124.225453412217,5,2,0,0,4,10.300267388234658,2286.2793356309016
GO:0000338,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000339,-0.9766000781091453,-1.3228992008539349,-0.6795575973460719,0.20977335193436553,3.209613395475314,,3,0,0,1,2,0,5515
GO:0000340,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000349,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000375,0.2784225857848638,-1.5302800423731275,-2.498631284545694,0.6802214652254541,9.125135682224562,2624.8848110883077,7,2,0,0,5,19.131542801524525,213.0077824655826
GO:0000380,-0.7969845179227881,-1.079592563513171,-1.7254053196799228,0.7585125321004402,5.3530692035347585,,2,0,0,0,2,0,5515
GO:0000381,-0.7690723912565415,-0.2420350030827943,0.25547129877888575,-0.8026131158055336,1.3595066838731809,5124.85281258965,8,1,2,3,2,22.81936141823881,63.05490052597719
GO:0000386,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000387,-0.4602463790866133,2.188149262179735,-1.6068606418274523,-0.47536895387011935,7.807800687597762,1854.8708134235915,11,2,6,0,3,30.970686099870637,3.272057351712696
GO:0000389,-0.7969845179227881,-1.079592563513171,-1.7254053196799228,0.7585125321004402,5.3530692035347585,,2,0,0,0,2,0,5515
GO:0000390,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000398,-2.5309623361598597,1.7618612583637583,-1.2436161843028062,-0.3479015282228737,11.177542127982584,187.20492762117948,106,15,37,26,34,231.05296093996807,0.0000000000000000000000000000000000000002849140651915729
GO:0000407,3.0781445499895845,-0.1919083158274989,-0.4277543997864373,-0.7682418619948881,10.284972057372357,,3,3,0,0,0,0,5515
GO:0000413,-1.1282558365396764,-1.528331584210989,0.04366145521699638,3.3011672480907497,14.508370186521438,,4,0,0,2,4,0,5515
GO:0000421,-1.2620724521209605,-1.7095991243039714,0.6050643163324536,-0.4729529262334763,5.1053433375551895,4680.105387508483,5,0,0,3,2,18.32211434858199,274.46558013912704
GO:0000422,-0.7969845179227881,-1.079592563513171,0.030841855819375208,-0.1224682765056807,1.8166541238222147,,2,0,0,1,1,0,5515
GO:0000423,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0000438,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000439,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000462,-0.7969845179227881,2.2946988379275797,-0.2713078814653671,-0.5401799775297234,6.266229453264037,,2,0,2,0,0,0,5515
GO:0000463,-0.7969845179227881,-1.079592563513171,-1.7254053196799228,0.7585125321004402,5.3530692035347585,,2,0,0,0,2,0,5515
GO:0000470,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000472,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000479,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000480,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000481,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0000492,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000502,-1.9053460640314401,6.9175905358631,-1.6767276283975248,-1.6900892834435606,57.15121977142519,0.030377701215256972,31,3,25,0,3,49.840498466402295,0.0015748229580113094
GO:0000506,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,4.785416687750961,30.399437006147856,,3,0,0,3,3,0,5515
GO:0000578,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000703,-0.7969845179227881,-1.079592563513171,1.787089031318673,-1.003449085111802,6.001301697272783,,2,0,0,2,0,0,5515
GO:0000712,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000723,-1.1282558365396764,0.8600861844199938,-1.4133294138257306,0.15454188473012076,4.034092703436909,,4,0,2,0,2,0,5515
GO:0000724,-0.9766000781091453,-1.3228992008539349,-2.114258096708214,0.9294577014202674,8.037788926408457,,3,0,0,0,3,0,5515
GO:0000727,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,2.760049539240484,10.112528892177364,,1,0,0,1,1,0,5515
GO:0000731,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000776,-0.6259221067983025,0.2224798085929762,1.1501456896643742,-0.8952478691984811,2.5655796037683527,3981.71549141574,17,3,5,7,3,37.26873507185417,0.2804037363249184
GO:0000781,0.5311165995811093,0.6123700231475253,-1.3571123618031977,-0.23639583441689327,2.5547188406890124,4884.3402325931265,6,2,2,0,2,21.14407331551751,110.91235260057421
GO:0000785,-1.3716667888329408,0.41205494479149507,1.0024753009482197,-1.4905122233175163,5.277842473984544,1697.488051962028,50,8,15,18,11,90.26362994131395,0.000000000026187684403147706
GO:0000786,0.2484898290843217,-0.50504607587706,0.4514330440414154,0.9337366915953152,1.3924747364010364,4989.403075863773,11,3,2,4,4,31.004167116725135,3.2306675357797183
GO:0000791,-1.4948319411556281,-1.1207723658656987,-0.02311199939668379,-0.34162614392442225,3.6078958151160827,4254.652366975402,7,0,1,3,3,22.245783773906545,76.66012160741559
GO:0000792,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000794,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0000795,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000801,-0.7969845179227881,-1.079592563513171,1.787089031318673,-1.003449085111802,6.001301697272783,,2,0,0,2,0,0,5515
GO:0000810,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0000811,-0.9766000781091453,-1.3228992008539349,0.7551429020160698,3.5000970256407298,15.524729999547107,,3,0,0,2,3,0,5515
GO:0000812,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000815,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,-1.2295953470374377,9.011128848198583,,3,0,0,3,0,0,5515
GO:0000839,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0000902,-0.7969845179227881,-1.079592563513171,-1.7254053196799228,0.7585125321004402,5.3530692035347585,,2,0,0,0,2,0,5515
GO:0000915,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0000922,-1.2833096905613053,-1.0840333769215185,-0.4863319847885112,0.6114509089583264,3.4324031376627215,3631.5057514696396,12,1,2,4,6,27.4875784230613,12.019256155731936
GO:0000930,-0.5632664345629168,1.6217715699219593,2.2906988848488754,1.8422024756619948,11.588423443695426,,1,0,1,1,0,0,5515
GO:0000932,-0.7690723912565415,0.604126823749255,-0.26070726580006826,-0.6864403886311321,1.4956102477514257,5062.418893544249,8,1,3,2,2,22.820737680273492,63.025194745725194
GO:0000938,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,4.785416687750961,30.399437006147856,,3,0,0,3,3,0,5515
GO:0000940,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000973,-0.9766000781091453,1.4336020628500825,0.50831296542624,-0.8511449618870092,3.991792404136856,,3,0,2,1,0,0,5515
GO:0000974,-1.1282558365396764,-0.3341226998954976,1.8014076999290696,-1.2565812080371046,6.208665245027031,,4,0,1,3,0,0,5515
GO:0000976,1.6615703837849094,0.8605306339119408,-0.3265774736236948,-0.6349743552450078,4.0111743902692645,2967.081232884542,17,7,5,3,3,42.29756763969211,0.036605388670948986
GO:0000977,2.060013567100379,-0.5485257527137414,0.7763215284137641,-1.7879052263906767,8.343816612061588,1287.4573719151313,15,7,2,5,1,42.790738079042576,0.02989247815738909
GO:0000978,-0.1252906168501782,0.8092893438713378,1.7016331537223786,-2.522196726797,9.927678699287064,347.6870250934802,64,15,19,23,9,156.00833622900265,0.0000000000000000000000011900876101572177
GO:0000979,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0000981,0.13990084387028426,-0.3925348328504165,1.0571043371056186,-3.3419688528263904,12.459881233905769,126.88303121134994,85,21,20,29,15,231.07332791747004,0.0000000000000000000000000000000000000002821259478540374
GO:0000987,-0.7969845179227881,0.6075531372072045,-0.998356600572645,0.10916627728535877,2.012938314342246,,2,0,1,0,1,0,5515
GO:0000993,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,-1.2295953470374377,9.011128848198583,,3,0,0,3,0,0,5515
GO:0001002,-0.7969845179227881,0.6075531372072045,0.7578905749266531,-0.7718145313207625,2.174400930659475,,2,0,1,1,0,0,5515
GO:0001003,-0.7969845179227881,0.6075531372072045,0.7578905749266531,-0.7718145313207625,2.174400930659475,,2,0,1,1,0,0,5515
GO:0001006,-0.7969845179227881,0.6075531372072045,0.7578905749266531,-0.7718145313207625,2.174400930659475,,2,0,1,1,0,0,5515
GO:0001046,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001054,-0.7969845179227881,2.2946988379275797,-0.2713078814653671,-0.5401799775297234,6.266229453264037,,2,0,2,0,0,0,5515
GO:0001055,-0.7969845179227881,2.2946988379275797,-0.2713078814653671,-0.5401799775297234,6.266229453264037,,2,0,2,0,0,0,5515
GO:0001056,-0.7969845179227881,2.2946988379275797,-0.2713078814653671,-0.5401799775297234,6.266229453264037,,2,0,2,0,0,0,5515
GO:0001094,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0001097,-0.7969845179227881,-1.079592563513171,1.787089031318673,-1.003449085111802,6.001301697272783,,2,0,0,2,0,0,5515
GO:0001156,-0.7969845179227881,0.6075531372072045,0.7578905749266531,-0.7718145313207625,2.174400930659475,,2,0,1,1,0,0,5515
GO:0001162,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001216,-0.9766000781091453,0.055351430998073714,-0.08562231595991596,-0.3206858049763217,1.0669820599799746,,3,0,1,1,1,0,5515
GO:0001221,-0.21407304884077044,-0.3486021200450342,-0.7234053575731472,-0.20698750975181907,0.7335098488986678,5462.5233613717955,5,1,1,1,2,15.57685720994409,619.902776389678
GO:0001222,-0.7969845179227881,-1.079592563513171,-1.7254053196799228,0.7585125321004402,5.3530692035347585,,2,0,0,0,2,0,5515
GO:0001223,0.8339263544394198,1.012394884213903,-0.9394262300441156,-0.4990563257478131,2.8519554241749105,5090.678065403477,5,2,2,0,1,19.22968265421494,206.4843618543312
GO:0001227,-0.05404898415249963,1.5483068921544183,0.6765276879596491,-0.12621502964540898,2.8737954712652094,3749.9985307292636,17,4,7,5,3,47.04058991878664,0.005119872751905498
GO:0001228,0.65419049160943,-0.6336062982290969,1.712849878126474,-2.5336128049698132,10.182470690972643,471.7438314351018,31,9,6,13,3,83.1899717495267,0.0000000006542973806536155
GO:0001401,-0.9766000781091453,-1.3228992008539349,2.1898434013782118,-1.2295953470374377,9.011128848198583,,3,0,0,3,0,0,5515
GO:0001501,-1.2620724521209605,-1.7095991243039714,-0.5073844851021786,0.0850813062441742,4.78023388461814,4735.689270747051,5,0,0,2,3,18.32211434858199,274.46558013912704
GO:0001502,-1.1282558365396764,0.8600861844199938,-0.17020857420901236,-0.46904095586252126,2.26167985432668,,4,0,2,1,1,0,5515
GO:0001503,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0001504,-0.7969845179227881,0.6075531372072045,0.7578905749266531,-0.7718145313207625,2.174400930659475,,2,0,1,1,0,0,5515
GO:0001508,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001514,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001517,-0.9766000781091453,-1.3228992008539349,-2.114258096708214,0.9294577014202674,8.037788926408457,,3,0,0,0,3,0,5515
GO:0001518,-0.9766000781091453,2.811852694702091,-0.332452252549746,-0.6619197693117946,9.408925570497377,,3,0,3,0,0,0,5515
GO:0001523,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001525,-0.18647963442504634,-2.645094900456012,-0.1620829429673475,-0.7095282480424212,7.561002901644799,1324.2005895342647,18,4,0,7,7,52.07405333307422,0.0006097680577583853
GO:0001527,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001530,-0.9766000781091453,1.4336020628500825,0.50831296542624,-0.8511449618870092,3.991792404136856,,3,0,2,1,0,0,5515
GO:0001533,-1.1282558365396764,-1.528331584210989,-1.1994593843997219,0.4502099021588797,5.250150434809186,,4,0,0,1,3,0,5515
GO:0001534,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001535,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0001540,-0.30352108054398086,-2.0094751819703376,0.6872801658705682,1.3071446516526597,6.311096720032536,2505.1702190668675,10,2,0,5,5,22.686348173038233,65.98940178237264
GO:0001541,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001542,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001550,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001553,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001556,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001558,-0.21407304884077044,0.7200761610052318,0.8495734236039635,0.37832187337930623,1.4292393898594031,5356.835026372717,5,1,2,2,1,24.041754250633264,41.30917159755193
GO:0001560,1.7753587621033708,-0.11068554594877744,-0.24671275482877797,-0.44309320077637326,3.4213487922286485,,1,1,0,0,0,0,5515
GO:0001568,1.2139461532388922,0.3191882590667844,0.2893660448661596,-0.9900827846420359,2.639543036055602,,4,2,1,1,0,0,5515
GO:0001569,-0.9766000781091453,-1.3228992008539349,-2.114258096708214,0.9294577014202674,8.037788926408457,,3,0,0,0,3,0,5515
GO:0001570,-0.4260605688947361,-0.6306795957389345,-0.1437711739217893,-0.47931202641433146,0.8296945299645941,5403.290431831022,6,1,1,2,2,18.157794689130824,288.7626042927421
GO:0001574,-0.7969845179227881,-1.079592563513171,1.787089031318673,-1.003449085111802,6.001301697272783,,2,0,0,2,0,0,5515
GO:0001578,0.042845158349608004,2.380950548216626,0.8315168429716058,0.31827007949392705,6.463477324293592,,4,1,3,1,0,0,5515
GO:0001580,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001587,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,2.760049539240484,10.112528892177364,,1,0,0,1,1,0,5515
GO:0001601,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001602,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001609,-0.5632664345629168,1.6217715699219593,-0.19174603725065187,-0.38177059042308903,3.1299274278256797,,1,0,1,0,0,0,5515
GO:0001618,0.4394260419815844,-0.28703120324094983,1.6492539709186247,-0.6892216442971091,3.4705472935640103,3803.8953627946808,10,3,2,5,1,25.573419081290783,24.03613604045661
GO:0001621,-0.7969845179227881,2.2946988379275797,-0.2713078814653671,-0.5401799775297234,6.266229453264037,,2,0,2,0,0,0,5515
GO:0001649,-1.1689825872575486,-0.9004219946339385,1.3665024307829954,-0.2789198655637648,4.122405242473857,3331.003929550034,11,1,2,6,3,19.99641189602728,161.51584044309845
GO:0001650,0.2784225857848638,-0.6261580582460455,-0.2267088947368549,-0.6119707009091796,0.8954981119056669,5348.34431516003,7,2,1,2,2,20.971261428058153,117.44112691490795
GO:0001651,-0.5632664345629168,-0.7629988291561964,1.2630198508007724,-0.7091846525569561,2.9975983045380836,,1,0,0,1,0,0,5515
GO:0001654,-1.1282558365396764,-0.3341226998954976,0.5582868603123512,-0.6329983674444627,2.096970362856079,,4,0,1,2,1,0,5515
GO:0001655,-0.5632664345629168,-0.7629988291561964,-1.2194250712987547,0.5360764731553997,2.673811779181653,,1,0,0,0,1,0,5515
GO:0001657,-0.7969845179227881,0.6075531372072045,-0.998356600572645,0.10916627728535877,2.012938314342246,,2,0,1,0,1,0,5515
GO:0001658,-0.7969845179227881,-1.079592563513171,0.030841855819375208,-0.1224682765056807,1.8166541238222147,,2,0,0,1,1,0,5515
GO:0001659,-0.7969845179227881,-1.079592563513171,1.787089031318673,1.4509186618820893,7.099556594258787,,2,0,0,2,1,0,5515
