go,z1,z2,z3,z4,t,p,nparts,sum_scores_1,sum_scores_2,sum_scores_3,sum_scores_4,m_score,wishart_p
GO:0000132,-1.070828612733914,1.5415194597387032,-1.0468720729509942,-1.728500547395984,7.606611442075671,,4,0,4,0,0,0.0027881163740131132,5515
GO:0000139,-1.1179150983929635,-0.9443499564697149,0.9698288901006302,-1.1779343899354362,4.469628510565689,2107.6825334760633,64,19,21,38,29,110.83164578693601,0.0000000000000019998136812526565
GO:0000146,-0.7564187111277173,1.0889082987209908,1.234149712746428,-0.3093924403814884,3.376739745204863,,2,0,2,2,0,36.70942718180938,0.35037259772910756
GO:0000149,3.0923744750534676,0.5314110966913527,-0.728380027036867,-0.3327060513705635,10.486408428053737,2986.2980902876525,6,8,2,0,1,17.069492272492514,401.7146209615939
GO:0000151,-0.5949344719354359,1.212840140024207,0.05294532408119129,1.267489227163598,3.4342603794688706,4979.731782545138,5,1,4,2,4,163.5737419665383,0.00000000000000000000000003265725093060597
GO:0000165,-1.3856359408584118,-0.6147757325370936,2.4236771197617104,-1.090547988520012,9.361441858036567,1057.280421402659,15,2,5,15,4,29.921411002730412,4.866244185221166
GO:0000166,0.19539204558542064,0.2813747222968198,-0.7808157060882198,-1.262406594133924,2.320693361612527,,2,1,1,0,0,2.426183309967708,5470.374251549699
GO:0000172,-0.7564187111277173,-0.9671408095862676,2.562782665955226,-0.5844913262662514,8.417015715512356,,2,0,0,4,0,0.0013912189646297255,5515
GO:0000184,-0.7097648489253586,-1.850341284519552,-1.7477364179834391,1.7650158542086023,10.09739256232081,1715.979614319617,9,2,0,2,12,10.764432359143072,2074.539406105019
GO:0000209,-1.7821445701356853,1.2443783649224018,0.8023403336446387,2.2075440559218715,10.241517553780032,1295.1276967165386,11,0,8,7,10,206.73985652496117,0.000000000000000000000000000000000034905077781837813
GO:0000220,0.007965137111391126,-0.6010213538926664,-0.38179401069045826,1.1520246698835594,1.8342176178636078,5284.339144601149,5,2,1,2,5,28.098214800407455,9.60172784147462
GO:0000221,0.628200459153951,-0.8248605846622554,1.9874682987244146,2.858241345199632,13.194604626853721,,3,2,0,4,4,58.90936843304939,0.00003212706148556405
GO:0000226,-1.1380690703512721,-0.32316378152177677,-0.14346933115175178,0.39344856459880506,1.5750212605436553,4756.720503720092,16,3,6,8,11,34.40688934558182,0.8689227544233808
GO:0000228,-1.070828612733914,-1.369138595082631,2.2310167075794505,-1.4726922522319579,10.16747242967717,,4,0,0,6,0,1.1804353195227844,5512.979915648182
