go,z,t,p,nparts,nhits
GO:0007186,-5.1452100228771185,26.473186179515164,0.0000003350434857647716,816,34
GO:0007187,-1.8838954665167302,3.549062128762288,0.06506982352710555,54,1
GO:0007188,-1.6630204790357637,2.7656371136923417,0.10325892350195143,46,1
GO:0007189,0.6651102462154159,0.4423716396207312,0.5075583055566313,98,11
GO:0007190,1.2479249943583985,1.5573167915444088,0.22461441651263647,24,4
GO:0007191,-0.9047899705162633,0.8186448907468208,0.3956486368249451,8,0
GO:0007193,0.5127313524531874,0.2628934397884746,0.6103105438838201,53,6
GO:0007194,0.7588199642466865,0.5758077381393426,0.4626052081636097,13,2
GO:0007195,-0.7152430383487386,0.5115726039063353,0.5139873195200801,5,0
GO:0007196,-0.959699840522511,0.9210237838989329,0.3653094155484776,9,0
GO:0007197,-0.9047899705162633,0.8186448907468208,0.3956486368249451,8,0
GO:0007198,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007199,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007200,-1.9024566065278083,3.6193411397213047,0.06041959634684203,88,3
GO:0007202,-0.3355838385427496,0.11261651269108626,0.73987761264548,27,2
GO:0007204,-0.5318892925588518,0.2829062195387558,0.5956641335053423,138,11
GO:0007205,-0.2792019976140347,0.07795375547166744,0.7823865946846705,26,2
GO:0007206,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007207,-0.9047899705162633,0.8186448907468208,0.3956486368249451,8,0
GO:0007208,-0.553995839020833,0.3069113896523967,0.6352535730857058,3,0
GO:0007210,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007212,-1.197112904939893,1.4330793071736296,0.25263677633235493,14,0
GO:0007213,-0.2756922919741385,0.07600623985395367,0.7871180755787773,14,1
GO:0007214,0.9135331401387536,0.8345427981317718,0.3690482347938704,28,4
GO:0007215,-1.3192579459558371,1.7404415279676142,0.20565181145939337,17,0
GO:0007216,-1.197112904939893,1.4330793071736296,0.25263677633235493,14,0
GO:0007217,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007218,-1.9372354311965754,3.7528811158833815,0.05542925981755899,105,4
GO:0007219,1.0981125351285963,1.2058511398065523,0.27469118047320773,105,13
GO:0007220,-0.959699840522511,0.9210237838989329,0.3653094155484776,9,0
GO:0007221,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007223,1.083652270410898,1.1743022431666936,0.35783769368441276,4,1
GO:0007224,0.8134168645073427,0.6616469954649568,0.4185886464742016,75,9
GO:0007225,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007227,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007228,1.4359263503022568,2.061884483492359,0.2875270489439952,3,1
GO:0007229,-0.7977520988710063,0.6364084112530958,0.4271864269764536,88,6
GO:0007231,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0007249,0.5918795453656228,0.35032139622221636,0.5561550128595223,61,7
GO:0007250,-0.4178793795215447,0.17462317582931122,0.6819558466140354,16,1
GO:0007252,0.18936294613484503,0.03585832536886822,0.8545245029705391,9,1
GO:0007253,1.5326764040365837,2.349096959490513,0.16921991894499513,8,2
GO:0007254,-0.4749237715589794,0.22555258879180565,0.6367925918940454,54,4
GO:0007258,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007259,0.2103585885835774,0.04425073579087478,0.8345117166025505,39,4
GO:0007260,0.3139432167601602,0.09856034334971694,0.7627132480967307,8,1
GO:0007263,0.2678628458495725,0.07175050418663184,0.7920278489637425,18,2
GO:0007264,0.648408837304295,0.42043402029430776,0.5186249274136399,79,9
GO:0007265,1.7204015863577824,2.9597816183423737,0.08922551558596825,81,12
GO:0007266,0.9340479233987714,0.872445523205557,0.35451531036922046,54,7
GO:0007267,-1.0126460814147125,1.0254520862045724,0.3123518439896883,219,16
GO:0007268,-2.636492082918397,6.951090503291388,0.00898213416430042,218,9
GO:0007269,-0.9555527113061189,0.9130809840844748,0.348447690141399,26,1
GO:0007270,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0007271,-0.8638686263854843,0.7462690036531433,0.3965799240981742,24,1
GO:0007274,-1.4664270552367618,2.1504083083303613,0.15807984621949145,21,0
GO:0007275,-0.1286963375074718,0.0165627472878371,0.8979291971844353,79,7
GO:0007276,0.18731606078452667,0.03508730662783249,0.8535080806509365,19,2
GO:0007281,-0.1959442262900138,0.03839413981639213,0.8457870525746142,36,3
GO:0007283,0.00256458902178684,0.000006577116850669583,0.9979551163472227,377,35
GO:0007284,1.4359263503022568,2.061884483492359,0.2875270489439952,3,1
GO:0007286,0.041952473136277944,0.0017600100022501224,0.9666361451876507,85,8
GO:0007288,-1.2798346409557382,1.6379767081903036,0.22004416934447968,16,0
GO:0007289,0.45651509606467044,0.2084060329349353,0.6640790992388472,7,1
GO:0007290,-0.553995839020833,0.3069113896523967,0.6352535730857058,3,0
GO:0007291,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007292,-1.2798346409557382,1.6379767081903036,0.22004416934447968,16,0
GO:0007296,-0.6397160569659002,0.40923663353999873,0.5678593191257792,4,0
GO:0007309,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007320,-0.6397160569659002,0.40923663353999873,0.5678593191257792,4,0
GO:0007321,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007338,-2.1313760049105546,4.542763674308477,0.0369659648726607,64,1
GO:0007339,1.0215487447843272,1.0435618379704346,0.31420854696520073,35,5
GO:0007340,-1.2391620697696692,1.5355226351558504,0.23565814601135748,15,0
GO:0007341,-0.959699840522511,0.9210237838989329,0.3653094155484776,9,0
GO:0007342,-1.500975311986763,2.252926887193761,0.14824875300696427,22,0
GO:0007343,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007344,3.1266328314641285,9.775832862789398,,1,1
GO:0007346,2.932075612666887,8.597067398395904,0.004812447800203754,59,12
GO:0007352,-0.553995839020833,0.3069113896523967,0.6352535730857058,3,0
GO:0007354,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007356,1.083652270410898,1.1743022431666936,0.35783769368441276,4,1
GO:0007368,-1.3522783459613872,1.8286567249560655,0.1822524409770505,52,2
GO:0007369,0.6224075820834517,0.3873911982349687,0.5400720143764929,23,3
GO:0007371,3.1266328314641285,9.775832862789398,,1,1
GO:0007379,0.45651509606467044,0.2084060329349353,0.6640790992388472,7,1
GO:0007386,1.083652270410898,1.1743022431666936,0.35783769368441276,4,1
GO:0007387,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007388,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007389,1.315297721914336,1.7300080972730425,0.19837469586247514,31,5
GO:0007398,0.882138576466476,0.7781684680903007,0.3965694031989836,12,2
GO:0007399,0.8967795548860885,0.8042135700616911,0.37044258291022625,357,38
GO:0007400,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007403,3.1266328314641285,9.775832862789398,,1,1
GO:0007405,0.6439831635068013,0.4147143148802276,0.523262026597919,41,5
GO:0007406,-1.0116389731356576,1.0234134119669678,0.3381337178382363,10,0
GO:0007409,1.3283727289998195,1.7645741071504282,0.18745126339110718,90,12
GO:0007411,1.0501265008691174,1.102765667827616,0.295223979147637,163,19
GO:0007412,1.4359263503022568,2.061884483492359,0.2875270489439952,3,1
GO:0007413,-0.5448389904291627,0.29684952549186927,0.5929405746289214,18,1
GO:0007416,-1.617970836869684,2.6178296289607856,0.11091449983130752,61,2
GO:0007417,-1.9226693586934618,3.696657462858729,0.05665938392312346,134,6
GO:0007418,-0.553995839020833,0.3069113896523967,0.6352535730857058,3,0
GO:0007420,1.0936811339550991,1.1961384227693113,0.27564213739143306,171,20
GO:0007422,-1.631903424998203,2.663108788520865,0.11523426581436214,26,0
GO:0007423,-1.431048735951459,2.047900484668269,0.16865923665246918,20,0
GO:0007431,1.4359263503022568,2.061884483492359,0.2875270489439952,3,1
GO:0007435,3.0622079608166284,9.377117595288736,0.022162190081439253,7,3
GO:0007440,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007442,-0.6397160569659002,0.40923663353999873,0.5678593191257792,4,0
GO:0007492,0.11102546376043505,0.012326653603219679,0.9127605964495448,20,2
GO:0007493,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007494,1.5326764040365837,2.349096959490513,0.16921991894499513,8,2
GO:0007495,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007497,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007498,1.5653151966068255,2.4502116647282652,0.12915550635613104,28,5
GO:0007499,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007500,1.4359263503022568,2.061884483492359,0.2875270489439952,3,1
GO:0007501,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007506,-0.8463313363113086,0.7162767308224856,0.4298235810047297,7,0
GO:0007507,-0.2745145845947818,0.0753582571552456,0.7839988446484458,184,16
GO:0007509,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007512,-1.1082530756127662,1.2282248796051558,0.2913961653449829,12,0
GO:0007517,2.5650825526729113,6.579648502026979,0.012049514916717118,87,15
GO:0007518,1.9847592793287976,3.9392693968817687,0.29711964046666683,2,1
GO:0007519,0.3719949306605276,0.13838022843713077,0.7116426967821077,46,5
GO:0007520,-1.567799833300112,2.457996317295858,0.13058424858475415,24,0
GO:0007521,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007522,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007525,-0.553995839020833,0.3069113896523967,0.6352535730857058,3,0
GO:0007528,-0.6833933282247128,0.4670264410620501,0.4991288340545399,34,2
GO:0007529,4.421842414492276,19.552690338602883,0.14158985978872873,2,2
GO:0007530,0.45651509606467044,0.2084060329349353,0.6640790992388472,7,1
GO:0007538,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007548,0.2678628458495725,0.07175050418663184,0.7920278489637425,18,2
GO:0007565,0.7713093172354091,0.5949180628541529,0.4429469252658168,76,9
GO:0007566,-0.34206790165021833,0.11701044933938341,0.7341845045770841,39,3
GO:0007567,0.07848627606371505,0.00616009553034969,0.939158569073999,10,1
GO:0007584,1.9977728312563594,3.9910962853060514,0.05108822991284943,52,9
GO:0007585,0.19777019676768118,0.039113050729527345,0.844653661835176,29,3
GO:0007586,-1.567799833300112,2.457996317295858,0.13058424858475415,24,0
GO:0007589,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0007595,2.6787479742931803,7.175690709779817,0.011181549892131892,36,8
GO:0007596,-2.001502014057483,4.006010312276161,0.04895579161668951,76,2
GO:0007597,-0.9047899705162633,0.8186448907468208,0.3956486368249451,8,0
GO:0007599,-0.959699840522511,0.9210237838989329,0.3653094155484776,9,0
GO:0007600,-1.061043720418449,1.125813776639424,0.313623553361868,11,0
GO:0007601,-2.3757922036294734,5.64438859482659,0.01845123084438528,202,9
GO:0007602,-1.6935950857335327,2.868264314420772,0.10185013869230307,28,0
GO:0007603,-0.959699840522511,0.9210237838989329,0.3653094155484776,9,0
GO:0007604,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007605,2.4125254139426042,5.8202788729189345,0.017165765140241648,138,21
GO:0007606,-1.061043720418449,1.125813776639424,0.313623553361868,11,0
GO:0007608,-2.535059322407177,6.426525768123534,0.012792627933877712,101,2
GO:0007610,1.083652270410898,1.1743022431666936,0.35783769368441276,4,1
GO:0007611,-1.2379659191296846,1.5325596169266047,0.2203961417438245,63,3
GO:0007612,-0.5895688827415394,0.3475914674971071,0.5578509819110677,57,4
GO:0007613,0.37519341276499596,0.14077009698224463,0.7085755944584948,76,8
GO:0007614,-1.0116389731356576,1.0234134119669678,0.3381337178382363,10,0
GO:0007616,0.26503701323178114,0.07024461838282332,0.7924519679828539,38,4
GO:0007617,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0007618,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007620,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007621,-0.6397160569659002,0.40923663353999873,0.5678593191257792,4,0
GO:0007622,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007623,0.6381300336568503,0.4072099398548929,0.5258582005438288,60,7
GO:0007624,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007625,-1.197112904939893,1.4330793071736296,0.25263677633235493,14,0
GO:0007626,-0.1637254714906642,0.026806030014840304,0.8703654082759839,80,7
GO:0007628,0.01853150102706643,0.0003434165303161643,0.985333609880953,32,3
GO:0007630,-0.3198328853764785,0.10229307456824367,,1,0
GO:0007631,-0.44269245979339633,0.19597661395792793,0.6613893661144636,29,2
GO:0007632,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0007634,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0007635,-0.7152430383487386,0.5115726039063353,0.5139873195200801,5,0
GO:0007638,-0.4523238558346804,0.20459687055715273,0.7295736195670907,2,0
GO:0008009,-2.1953113120362535,4.819391756754337,0.033224894991777915,47,0
GO:0008013,0.648408837304295,0.42043402029430776,0.5186249274136399,79,9
GO:0008015,-1.753129461435538,3.0734629085532603,0.09014629823819298,30,0
GO:0008016,-1.753129461435538,3.0734629085532603,0.09014629823819298,30,0
GO:0008017,5.967924326132802,35.61612076244766,0.000000009209374774376737,227,47
GO:0008020,-1.197112904939893,1.4330793071736296,0.25263677633235493,14,0
GO:0008021,-0.39810568385628037,0.1584881355186767,0.6913309593091044,110,9
GO:0008023,0.18731606078452667,0.03508730662783249,0.8535080806509365,19,2
GO:0008024,-0.7835300265070486,0.6139193024381364,0.46878731672782725,6,0
GO:0008028,0.2678628458495725,0.07175050418663184,0.7920278489637425,18,2
GO:0008033,0.6457283209916158,0.4169650645306514,0.5296888350493365,14,2
GO:0008035,-1.061043720418449,1.125813776639424,0.313623553361868,11,0
GO:0008037,0.18936294613484503,0.03585832536886822,0.8545245029705391,9,1
GO:0008038,0.8262248491551945,0.6826475013615241,0.45510903554730586,5,1
GO:0008039,-0.3198328853764785,0.10229307456824367,,1,0
GO:0008043,4.421842414492276,19.552690338602883,0.14158985978872873,2,2
GO:0008045,1.7694093132792863,3.1308093179194763,0.09376489785165117,19,4
GO:0008046,1.1686115252630875,1.3656528969777202,0.272581535830125,10,2
GO:0008047,0.4643906917461878,0.21565871458050279,0.6442698967407408,54,6
